sensor_060,sensor_104,sensor_511,sensor_432,sensor_431,sensor_022,sensor_029,sensor_130,sensor_211,sensor_164,sensor_125,sensor_161,sensor_317,sensor_122,sensor_126,sensor_027,sensor_248,sensor_034,sensor_181,sensor_123,result
8.9073,-0.0078,35.7827,13.4776,30.9354,-6203.25,66.6556,-0.2838,0.0878,0.07,15.76,383.0,5.6626,15.73,1.347,2.0083,0.1761,8.6527,16.35,4.409,양품
5.0473,-0.0096,48.1046,8.6343,4.8078,-4929.5,70.6444,0.4258,0.177,0.066,15.67,214.0,5.2693,15.84,1.39,1.9483,,9.1855,13.65,4.429,불량
26.1536,-0.0075,45.2579,21.0728,3.9038,-6250.25,64.7222,-0.2838,0.1234,0.107,15.84,661.0,5.4333,15.81,1.191,1.9108,0.0202,9.2655,16.15,4.329,양품
-2.9973,-0.007,51.3369,22.5981,2.4757,-6382.0,69.6889,-0.2365,0.09,0.13,15.87,698.0,6.4365,15.8,1.319,1.8867,,8.828,19.6,4.23,양품
-5.6473,-0.0119,26.8344,108.4455,15.2109,-5226.5,68.3,0.2365,0.1026,0.211,15.85,3727.0,7.0767,15.79,1.064,2.0223,0.0455,8.536,20.47,4.184,양품
-1.2182,-0.0064,54.3689,17.6332,5.5835,-6411.75,69.0111,-0.2365,0.116,0.082,15.87,542.0,6.9059,15.8,1.319,1.8767,,9.9964,24.47,4.23,양품
1.2264,-0.0124,55.0607,19.1794,14.7795,-5453.5,68.1889,-0.2838,0.0943,0.099,15.76,513.0,5.0676,15.73,1.347,2.0213,0.0134,9.7324,18.31,4.409,양품
2.8355,-0.0107,52.3977,16.6528,10.2817,-6487.25,68.5556,-0.2838,0.168,0.1,15.84,499.0,6.2468,15.81,1.191,1.8855,0.0803,9.4043,17.72,4.329,양품
5.9073,-0.0047,85.7909,21.7652,5.6458,-6465.0,68.3333,-0.0473,0.1013,0.095,15.75,672.0,5.2126,15.77,1.239,1.8933,0.0242,9.3335,18.78,4.348,양품
4.5027,-0.0057,54.0305,12.1741,11.0531,-5220.25,67.6778,-0.2838,0.1097,0.074,15.76,314.0,4.6676,15.73,1.347,2.0088,0.0142,8.6013,14.05,4.409,양품
3.2591,-0.012,49.3724,23.0066,5.9216,-6400.25,65.6889,-0.0473,0.0908,0.125,15.75,717.0,5.0992,15.77,1.239,1.898,0.0149,8.5232,16.74,4.348,양품
4.1509,-0.0044,122.7273,19.8045,8.1915,-5566.75,67.0556,0.2365,0.0878,0.223,15.85,542.0,6.7113,15.79,1.064,2.006,,9.0622,19.32,4.184,양품
4.4564,-0.0113,59.3577,8.6591,3.5365,-5655.25,67.1889,-0.0473,0.1283,0.078,15.75,237.0,7.3424,15.77,1.239,1.9845,0.0244,8.5232,22.96,4.348,양품
0.4591,-0.0052,86.9565,20.9111,5.045,-6501.5,67.7667,-0.2838,0.1327,0.07,15.84,622.0,6.0629,15.81,1.191,1.8662,,8.5177,18.08,4.329,양품
-1.0773,-0.0106,19.8582,12.1455,4.4419,-5583.25,60.0667,-0.2838,0.1356,0.097,15.84,318.0,5.0991,15.81,1.191,2.001,,9.2328,17.22,4.329,양품
10.9955,-0.0077,64.6204,17.3601,14.0061,-5633.25,67.4889,-0.0473,0.0993,0.079,15.75,483.0,5.4651,15.77,1.239,2.008,0.0334,8.6013,18.21,4.348,불량
2.0064,-0.0144,20.8514,20.9449,4.3817,-6572.75,67.0889,-0.2365,0.0499,0.105,15.85,655.0,7.6674,15.87,1.035,1.882,0.0182,9.396,25.66,3.165,양품
18.4,-0.0101,26.7658,20.494,5.1666,-6271.0,67.8889,0.2365,0.1087,0.139,15.85,614.0,5.9202,15.79,1.064,1.9018,0.0271,8.5405,17.03,4.184,양품
0.3036,-0.0136,46.9294,18.305,6.8855,-6259.5,68.9444,-0.2838,0.0612,0.074,15.76,574.0,7.2296,15.73,1.347,1.896,,8.8513,21.18,4.409,양품
22.7636,-0.0081,35.5828,21.8698,5.3597,-6418.25,65.5778,-0.2838,0.1515,0.147,15.84,624.0,6.2893,15.81,1.191,1.85,0.0245,8.7879,21.61,4.329,양품
6.1527,-0.0129,54.8792,16.609,12.283,-5487.25,68.6111,-0.2365,0.0639,0.054,15.85,444.0,5.7298,15.87,1.035,2.0015,0.0284,8.6915,19.39,3.165,양품
20.2627,-0.0083,41.9162,16.5684,4.7433,-6282.5,67.3667,0.2365,0.2285,0.102,15.85,499.0,6.5968,15.79,1.064,1.888,0.0395,8.5405,19.08,4.184,양품
-3.09,-0.0131,46.5649,9.5366,14.6718,-5595.75,67.2444,-0.2838,0.0745,0.056,15.84,266.0,6.9241,15.81,1.191,1.9627,0.0129,8.536,21.09,4.329,양품
1.9855,-0.0122,39.3443,13.6183,4.6731,-5349.75,68.3889,-0.2365,0.0618,0.102,15.85,360.0,6.5415,15.87,1.035,2.0025,0.0237,8.659,21.48,3.165,양품
8.3018,-0.0098,37.8517,15.5153,7.8535,-5679.0,68.1778,-0.2365,0.0522,0.126,15.85,420.0,5.0896,15.87,1.035,2.022,0.0287,8.6915,15.9,3.165,양품
2.9964,-0.0113,51.4412,22.8401,6.4038,-6449.25,59.4,-0.0473,0.0492,0.127,15.75,688.0,6.3363,15.77,1.239,1.8815,,9.2328,17.33,4.348,양품
4.5645,-0.0072,64.1115,11.6859,17.4231,-5469.75,66.3,-0.2365,0.1969,0.083,15.85,301.0,5.5445,15.87,1.035,1.974,0.053,8.5232,15.8,3.165,양품
1.14,-0.0131,58.891,12.2858,13.0327,-5532.25,67.2778,-0.2365,0.0509,0.09,15.85,337.0,5.426,15.87,1.035,1.9812,0.0205,8.6439,18.21,3.165,양품
8.8173,-0.0077,62.439,21.8493,4.1344,-6554.75,69.6222,0.7096,0.0746,0.096,15.84,625.0,6.1079,15.87,1.191,1.8817,0.033,8.7851,21.75,3.004,양품
2.4345,-0.0127,20.4122,15.6385,7.5509,-6489.25,66.1667,-0.2365,0.0633,0.102,15.85,481.0,5.6802,15.87,1.035,1.8862,0.0183,9.396,15.14,3.165,양품
-28.9882,-0.0049,174.8072,17.1039,8.4839,-5563.5,65.3667,-0.0473,0.1321,0.181,15.75,445.0,4.9531,15.77,1.239,1.9992,,9.043,16.03,4.348,양품
6.6,-0.009,44.3213,17.7793,5.4098,-6506.75,68.9444,0.7096,0.0508,0.094,15.84,508.0,6.9622,15.87,1.191,1.8887,0.0216,8.7851,22.98,3.004,양품
25.2736,-0.011,45.3515,10.8234,14.2156,-5142.25,68.8,0.7096,0.1165,0.153,15.84,279.0,5.3532,15.87,1.191,1.9792,0.0655,9.1757,18.77,3.004,양품
-5.7182,-0.0135,49.0251,16.6698,8.8969,-5282.75,71.2333,-0.2365,0.0566,0.101,15.85,438.0,4.4785,15.87,1.035,1.9572,,9.1855,17.69,3.165,불량
-1.4345,-0.0127,31.4342,25.4004,41.7562,-6047.0,70.0556,-0.9461,0.0537,0.164,15.88,674.0,5.2483,15.87,1.343,2.0313,0.0263,8.4421,17.95,2.854,양품
-0.3327,-0.0126,73.6634,23.3658,6.8182,-6336.0,69.5889,-0.9461,0.0541,0.104,15.88,731.0,5.5199,15.87,1.343,1.892,0.0302,8.8384,18.21,2.854,양품
0.5682,-0.0122,36.7722,21.6922,35.1483,-5932.0,67.8222,-0.9461,0.072,0.192,15.88,573.0,5.931,15.87,1.343,2.0377,0.0359,8.7994,21.52,2.854,양품
2.9518,-0.0118,42.4178,23.8633,14.7391,-5427.75,65.7111,-0.9461,0.0696,0.112,15.88,660.0,6.778,15.87,1.343,1.986,0.0176,8.7994,21.29,2.854,양품
7.7727,-0.0099,73.0964,20.8235,3.3399,-6467.25,68.7667,-0.8042,0.0687,0.104,15.85,617.0,5.0532,15.83,1.078,1.8962,0.0177,8.7851,13.67,3.074,양품
2.75,-0.0088,70.4545,21.4321,7.112,-6313.25,66.5333,-0.9461,0.0704,0.138,15.88,660.0,6.0275,15.87,1.343,1.8935,0.0172,8.6439,18.69,2.854,양품
15.81,-0.0102,66.6667,14.6072,4.4414,-5471.25,67.9556,-0.9461,0.1227,0.166,15.88,396.0,5.2089,15.87,1.343,1.9777,0.0189,8.6527,16.84,2.854,양품
3.4882,-0.0144,18.7013,18.5121,15.5281,-5493.25,70.9556,-0.8042,0.0426,0.224,15.85,451.0,6.9314,15.83,1.078,1.985,0.0223,8.7897,23.85,3.074,양품
1.2673,-0.0062,37.0221,21.2647,6.5414,-6374.75,68.6556,-0.8042,0.104,0.121,15.85,649.0,4.8083,15.83,1.078,1.8958,0.0282,9.3335,14.02,3.074,양품
4.7864,-0.0078,55.04,15.3454,8.603,-6381.5,66.7,-0.8042,0.0881,0.085,15.85,467.0,5.2236,15.83,1.078,1.8905,,9.043,13.24,3.074,양품
14.7345,-0.009,68.0614,14.4432,9.5606,-5313.5,69.6556,-0.8042,0.0778,0.092,15.85,393.0,6.2457,15.83,1.078,2.0235,0.0162,9.4043,20.18,3.074,양품
-8.3955,-0.0069,59.2058,31.5983,18.1395,-5474.25,59.9778,-0.8042,0.1504,0.182,15.85,947.0,7.7567,15.83,1.078,2.0275,,9.2328,22.42,3.074,양품
1.2209,-0.011,33.7514,25.519,11.4547,-5587.25,68.7111,1.088,0.0675,0.082,15.73,673.0,4.7162,15.78,0.9413,2.0122,0.0166,8.7219,14.11,3.175,양품
1.0345,-0.0123,35.6636,16.7205,4.7588,-5421.5,67.5111,1.088,0.066,0.106,15.73,440.0,6.0188,15.78,0.9413,1.9963,0.019,8.6439,21.22,3.175,양품
1.0636,-0.0109,35.6979,18.6293,6.0897,-6256.5,69.8222,1.088,0.0571,0.121,15.73,562.0,6.1948,15.78,0.9413,1.889,0.0208,8.5987,18.72,3.175,양품
1.6173,-0.013,36.0153,17.0199,3.1707,-6370.75,70.0444,1.088,0.1012,0.1,15.73,534.0,6.7145,15.78,0.9413,1.9007,0.0269,8.4421,18.85,3.175,양품
2.4173,-0.0111,40.4949,102.5247,9.1311,-5311.5,70.3889,1.088,0.0525,0.043,15.73,3472.0,4.6886,15.78,0.9413,1.9535,0.0225,8.5987,16.42,3.175,불량
-7.1564,-0.0089,62.7451,14.1645,11.3825,-6264.0,69.2444,0.0,0.0586,0.1,15.73,430.0,4.9289,15.77,1.248,1.8932,0.0158,8.8505,18.04,3.067,양품
0.6991,-0.0095,84.9279,11.9045,30.6057,-4750.75,66.4,0.0,0.0772,0.128,15.82,323.0,6.9408,15.76,1.196,1.992,0.0152,8.6915,16.29,2.932,양품
2.5964,-0.0076,66.9951,28.9715,20.6812,-5879.75,68.9333,0.0,0.0787,0.047,15.73,807.0,4.6901,15.77,1.248,1.9888,0.0141,8.659,14.85,3.067,양품
-0.4091,-0.0075,44.1472,26.889,5.4295,-5433.25,68.2333,0.0,0.065,0.161,15.73,782.0,5.9835,15.77,1.248,2.025,0.0212,8.4421,18.44,3.067,양품
-5.0245,-0.003,113.3333,19.1595,4.4386,-6443.5,62.9778,1.088,0.1045,0.115,15.73,579.0,6.2162,15.78,0.9413,1.882,,9.5689,17.28,3.175,양품
-0.7236,-0.0074,47.2973,17.7786,11.5931,-5468.75,69.9111,0.0,0.0847,0.029,15.82,453.0,5.376,15.76,1.196,2.0068,0.1541,8.7897,18.66,2.932,양품
1.9482,-0.0072,91.9861,14.5779,16.8007,-5410.5,69.0111,0.0,0.1212,0.18,15.73,392.0,5.8213,15.77,1.248,1.9875,0.0167,8.5687,16.87,3.067,불량
1.3255,-0.0092,51.296,27.5293,11.6378,-6375.75,66.8222,0.0,0.0364,0.144,15.73,817.0,6.0309,15.77,1.248,1.8735,0.0427,8.6915,16.97,3.067,양품
-6.8627,-0.0121,32.3316,17.228,5.9804,-6421.0,68.3111,-0.9461,0.091,0.065,15.88,532.0,6.3875,15.87,1.343,1.8915,0.034,9.3335,20.02,2.854,양품
7.0591,-0.0121,44.4902,24.4199,5.3323,-6507.5,68.2222,-0.5204,0.0455,0.142,15.92,742.0,5.0673,15.88,1.206,1.8755,0.0291,8.5251,14.95,4.289,양품
2.2118,-0.0116,67.884,15.0671,2.043,-6461.0,70.4667,-0.5204,0.051,0.074,15.92,449.0,6.0691,15.88,1.206,1.8702,0.0446,8.5251,21.55,4.289,양품
7.9373,-0.0103,46.6586,20.0878,10.607,-5411.5,70.5444,-0.5204,0.0393,0.048,15.92,549.0,5.3721,15.88,1.206,2.0008,0.0263,8.5251,16.81,4.289,양품
0.8745,-0.012,47.4506,24.3357,6.2407,-6409.5,70.1667,-0.5204,0.0456,0.128,15.92,735.0,5.0138,15.88,1.206,1.8835,0.0264,8.5251,15.73,4.289,양품
3.99,-0.0106,51.6432,11.7814,14.2432,-5546.5,70.1556,0.8042,0.0516,0.017,15.81,311.0,4.5588,15.84,1.007,1.9945,0.0204,8.5251,14.0,4.013,양품
4.4455,-0.0096,66.8407,25.9911,5.3663,-6466.25,67.0556,-0.6623,0.0458,0.133,15.74,772.0,5.2038,15.71,1.182,1.883,0.0383,8.6005,17.49,4.062,양품
168.1455,-0.0096,68.75,4.9751,15.0276,-5430.0,68.0889,-0.6623,0.0515,0.103,15.74,140.0,5.1021,15.71,1.182,2.0072,0.0203,8.7994,16.25,4.062,양품
-0.2845,-0.0079,60.5678,18.2579,6.1354,-5183.0,67.0444,-0.1419,0.1077,0.196,15.77,491.0,7.4994,15.72,1.154,1.9852,0.0676,9.2047,21.62,4.264,양품
2.0609,-0.0078,77.707,10.9206,7.7336,-5353.25,67.7889,-0.1419,0.0523,0.085,15.77,301.0,6.1941,15.72,1.154,1.9955,0.02,,18.51,4.264,양품
1.7373,-0.0082,53.4954,21.5197,41.8825,-5763.75,67.4444,-0.1419,0.0858,0.203,15.77,548.0,4.9065,15.72,1.154,1.9805,0.1247,9.7324,17.15,4.264,양품
3.1191,-0.0122,49.8468,11.3664,7.562,-5474.75,67.3556,-0.1419,0.0635,0.096,15.77,308.0,4.7844,15.72,1.154,1.995,0.0229,9.6938,15.14,4.264,양품
0.2818,-0.01,49.2462,3.6344,30.6702,-6211.25,65.1333,-0.1419,0.0947,0.108,15.77,99.0,6.0098,15.72,1.154,2.017,0.0215,9.0776,18.73,4.264,양품
4.06,-0.0097,73.5751,22.939,4.7819,-6252.75,68.6556,-0.0473,0.0617,0.13,15.75,729.0,5.0865,15.74,1.078,1.909,0.0253,8.9546,19.47,3.494,양품
-0.3182,-0.0031,148.9879,10.4651,6.6938,-5288.5,69.1889,-0.6623,0.0906,0.125,15.74,270.0,4.9744,15.71,1.182,2.0053,0.0539,8.6005,15.69,4.062,양품
-0.0636,-0.0132,32.4528,14.6771,16.2725,-5328.0,66.9333,-0.0473,0.1068,0.086,15.75,375.0,5.5842,15.74,1.078,1.982,0.0231,8.3324,20.88,3.494,양품
36.3682,-0.0098,68.2803,20.7831,9.2825,-6334.5,69.8,-0.6623,0.057,0.112,15.74,633.0,5.073,15.71,1.182,1.8918,0.0783,8.8505,17.76,4.062,양품
1.0291,-0.0134,46.1825,8.9819,7.4243,-5711.0,67.2667,-0.0473,0.0761,0.137,15.75,236.0,5.0376,15.74,1.078,2.0275,0.0099,8.7867,15.42,3.494,양품
1.9591,-0.0141,20.5674,9.3813,14.5172,-5662.25,70.7778,0.7569,0.0729,0.015,15.85,257.0,6.7197,15.81,1.116,1.9898,0.0074,8.5251,23.76,4.019,양품
1.6373,-0.013,24.6154,21.4174,6.5766,-6310.25,67.4889,-0.0473,0.0952,0.105,15.75,649.0,5.5742,15.74,1.078,1.885,0.0154,8.5987,16.92,3.494,양품
-1.2209,-0.0126,26.2425,14.9677,23.0008,-5686.75,70.5111,-0.0473,0.0779,0.126,15.75,388.0,4.866,15.74,1.078,2.0177,0.0217,8.7897,15.62,3.494,양품
8.8445,-0.0142,31.7741,4.7874,16.733,-5402.5,68.7889,-0.1419,0.0975,0.056,15.77,125.0,5.7787,15.72,1.154,2.0198,0.0424,8.3324,19.17,4.264,양품
-1.1255,-0.0092,25.9811,18.8362,6.5293,-6539.75,70.7667,-0.2838,0.0572,0.13,15.69,543.0,4.3122,15.65,1.182,1.8845,0.0194,8.7418,16.15,4.375,양품
2.9409,-0.0123,35.0663,24.56,6.3072,-6389.5,68.2889,-0.1419,0.1171,0.123,15.77,743.0,7.1505,15.72,1.154,1.8922,0.0212,9.7836,23.24,4.264,양품
-4.4845,-0.0095,74.6386,25.8169,8.9827,-6468.0,66.1556,-0.4731,0.1137,0.119,15.78,796.0,5.3967,15.76,1.276,1.885,0.0227,9.0776,18.17,3.981,양품
8.1418,-0.0101,63.6025,13.9973,22.3206,-5649.5,70.6111,-0.0473,0.0403,0.094,15.75,357.0,6.712,15.74,1.078,2.0092,0.025,8.6427,23.77,3.494,양품
9.4864,-0.013,39.1179,24.3561,6.825,-6505.5,70.0,-0.1419,0.1365,0.134,15.77,740.0,6.0009,15.72,1.154,1.886,0.0244,8.5687,19.21,4.264,양품
-7.5073,-0.0112,37.3749,10.621,64.9454,-4599.25,68.2111,-0.1419,0.0857,0.149,15.77,301.0,7.3872,15.72,1.154,2.0095,0.0215,8.9635,21.92,4.264,양품
3.8264,-0.0115,27.8867,19.292,21.5009,-5330.0,69.5444,-0.4731,0.0672,0.06,15.78,530.0,6.2339,15.76,1.276,1.9983,0.1702,8.5891,20.83,3.981,양품
10.2355,-0.0108,46.2963,21.8575,2.8807,-6456.75,71.3111,-0.2838,0.0672,0.127,15.69,636.0,5.0133,15.65,1.182,1.905,0.0345,8.7418,15.43,4.375,양품
1.0218,-0.0121,35.5739,25.5468,7.735,-6347.75,71.4222,-0.7096,0.069,0.14,15.91,765.0,5.8286,15.9,1.135,1.8845,0.0452,8.5987,16.59,4.062,양품
3.8664,-0.0105,56.3246,26.3424,6.5821,-6426.5,73.0222,0.7569,0.1094,0.138,15.85,796.0,5.0435,15.81,1.116,1.875,0.0251,8.6829,17.77,4.019,양품
-6.0545,-0.0107,17.7986,23.8749,8.7862,-6624.0,69.9667,-0.2838,0.0621,0.126,15.69,687.0,5.0295,15.65,1.182,1.8725,0.0185,8.7219,16.88,4.375,양품
2.8745,-0.0113,31.9645,10.1621,14.3059,-5305.5,67.9333,0.7569,0.1033,0.084,15.85,268.0,5.1169,15.81,1.116,1.9605,0.0188,9.7324,15.03,4.019,양품
-0.81,0.0018,253.7931,26.7811,4.6115,-6310.25,69.4222,-0.6623,0.1139,0.139,15.74,811.0,6.3528,15.71,1.182,1.8818,0.0138,8.6439,16.88,4.062,양품
8.1445,-0.0109,58.5143,25.8964,8.5229,-6406.25,69.3111,-0.4731,0.0661,0.111,15.78,780.0,5.2941,15.76,1.276,1.8847,0.148,8.6439,20.79,3.981,양품
11.4855,-0.011,29.932,21.1441,3.7442,-6329.75,67.2667,-0.7096,0.0461,0.116,15.91,633.0,5.9031,15.9,1.135,1.8855,0.0254,8.8043,18.15,4.062,양품
1.4745,-0.0144,71.9723,8.2107,43.6992,-5874.25,68.2,0.7569,0.1277,0.033,15.85,212.0,5.7336,15.81,1.116,2.0245,0.0202,8.5288,20.61,4.019,양품
2.0127,-0.0122,28.6885,8.0823,1.6487,-5459.0,66.4556,-0.1419,0.0811,0.106,15.77,218.0,5.9644,15.72,1.154,2.0,0.0182,8.7994,17.53,4.264,양품
0.91,-0.0133,30.1602,45.9318,4.526,-5545.75,68.7667,-0.7096,0.051,0.123,15.91,1297.0,6.9024,15.9,1.135,1.9968,0.0216,8.5987,20.88,4.062,양품
-1.5118,-0.0068,67.8967,19.7658,11.1794,-6225.75,68.9778,-0.7096,0.089,0.117,15.91,612.0,5.7194,15.9,1.135,1.8842,0.0195,8.6439,18.68,4.062,양품
0.9091,-0.0073,54.7009,14.9064,5.1432,-6260.75,69.0222,-0.2838,0.1046,0.098,15.69,452.0,6.3665,15.65,1.182,1.8995,,8.4092,23.63,4.375,양품
0.6191,-0.008,71.028,5.5761,16.7105,-5607.25,68.1222,-0.9461,0.0984,0.118,15.79,143.0,6.4131,15.74,1.201,2.016,0.0444,8.7867,22.47,3.562,양품
3.3655,-0.0105,35.3222,64.4871,29.5623,-5723.5,68.4667,-0.7096,0.0467,0.066,15.91,2007.0,6.0366,15.9,1.135,2.009,0.032,8.8043,21.42,4.062,양품
-2.63,-0.0093,67.7419,13.077,17.9282,-5628.0,70.4444,-0.7096,0.0719,0.041,15.91,335.0,5.9073,15.9,1.135,2.036,0.0214,8.7897,21.67,4.062,양품
1.0045,-0.0111,49.5495,18.0986,11.7465,-5669.75,69.7111,0.7569,0.11,0.144,15.85,494.0,6.8,15.81,1.116,2.0012,0.0221,8.9546,20.58,4.019,불량
1.1527,-0.0118,60.1058,26.0525,10.5754,-6326.0,66.6333,-0.7096,0.0583,0.109,15.91,772.0,5.441,15.9,1.135,1.8842,0.0241,8.6005,15.97,4.062,양품
0.2055,-0.0092,61.9565,34.5451,13.5301,-6371.0,69.2222,-0.0473,0.073,0.155,15.75,1031.0,6.8171,15.74,1.078,1.882,0.0212,8.8043,19.45,3.494,양품
-3.8982,-0.0111,35.2542,23.2956,6.0527,-6344.25,65.1,0.7569,0.0694,0.145,15.85,721.0,5.5693,15.81,1.116,1.8775,0.034,9.0776,16.41,4.019,양품
3.2764,-0.0075,81.3333,13.8036,6.1009,-5409.0,67.1,-0.6623,0.1302,0.172,15.99,408.0,4.866,15.95,1.314,1.9643,0.0125,9.2047,16.13,4.361,양품
-4.0373,-0.011,52.6674,8.7605,16.9057,-5246.75,63.6889,-0.6623,0.083,0.104,15.99,232.0,7.0294,15.95,1.314,1.9832,0.0555,9.0776,20.13,4.361,양품
0.1618,-0.0116,39.7838,8.9353,4.3352,-5697.5,65.8222,-0.4731,0.0759,0.112,15.78,248.0,5.4007,15.76,1.276,1.9937,0.0221,8.5459,17.46,3.981,양품
-3.9436,-0.0109,49.6552,29.6454,16.7193,-5933.25,69.9889,-0.6623,0.0827,0.154,15.99,767.0,5.5417,15.95,1.314,2.013,0.0372,8.7897,19.47,4.361,양품
-1.2518,-0.0091,44.9931,19.5456,5.5536,-6338.25,69.8444,-0.5677,0.0419,0.103,15.99,585.0,6.2167,15.94,1.418,1.8815,0.0189,8.6005,21.29,5.261,양품
1.3664,-0.0101,35.5995,21.1767,5.6218,-6350.25,65.9556,-0.6623,0.0998,0.132,15.99,656.0,5.8843,15.95,1.314,1.8927,0.0217,8.659,21.54,4.361,양품
5.65,-0.0111,33.3709,93.0739,12.069,-5278.0,68.1333,0.7569,0.0695,0.132,15.85,3205.0,5.8068,15.81,1.116,2.0158,0.0522,8.5135,17.08,4.019,양품
7.8264,-0.0057,70.1754,10.6575,13.446,-5444.0,69.2,-0.6623,0.1204,0.056,15.99,278.0,4.9158,15.95,1.314,1.9963,0.0523,8.6527,16.37,4.361,양품
-1.1927,-0.0121,63.6364,13.2955,15.4109,-5561.0,68.9222,-0.6623,0.073,0.105,15.99,351.0,5.9157,15.95,1.314,1.9905,0.0199,8.5459,18.38,4.361,양품
5.4991,-0.0105,29.4537,28.4973,29.5041,-5192.5,67.5,-0.5677,0.0556,0.248,15.99,796.0,6.5321,15.94,1.418,2.0435,0.0217,8.5288,21.87,5.261,불량
-0.0309,-0.0137,40.8387,23.8257,7.4292,-6461.0,68.5,-0.5677,0.1175,0.15,15.99,738.0,6.0001,15.94,1.418,1.8798,0.0105,8.659,20.58,5.261,양품
0.5091,-0.01,49.9376,14.0679,5.9789,-6305.5,67.6111,-0.0473,0.1041,0.103,15.75,429.0,4.3721,15.74,1.078,1.887,0.0216,9.7324,16.92,3.494,양품
,-0.0094,53.1208,14.1828,18.291,-5871.75,69.1,-0.1419,0.1033,0.048,15.9,384.0,,15.84,1.163,2.0125,0.044,8.5788,,4.809,양품
,-0.0115,26.1723,14.3741,6.8835,-6624.5,71.3333,-0.6623,0.0631,0.055,15.99,424.0,5.8591,15.95,1.314,1.8758,0.0154,8.7199,18.34,4.361,양품
0.5755,-0.0126,31.8408,20.5357,28.9192,-6736.0,68.2222,-0.1419,0.0591,0.15,15.9,644.0,6.1628,15.84,1.163,1.8895,0.0195,9.7836,20.53,4.809,양품
0.2573,-0.0095,57.971,9.6858,20.1252,-5232.25,67.2889,-0.5677,0.0654,0.08,15.99,242.0,5.7795,15.94,1.418,1.9805,0.0138,8.659,18.89,5.261,양품
9.2827,-0.0081,38.3901,14.4508,13.774,-5234.5,65.5778,-0.5677,0.0694,0.149,15.99,397.0,6.2345,15.94,1.418,2.0132,0.0253,8.7994,19.37,5.261,양품
-1.0482,-0.013,43.8462,19.802,6.0287,-6319.75,68.3889,0.0,0.1027,0.101,15.91,595.0,5.9818,15.87,1.541,1.8838,0.0251,9.7836,19.15,4.563,양품
5.6309,-0.0097,26.943,26.3554,15.3486,-5121.0,69.3889,-0.1419,0.0941,0.207,15.9,683.0,5.2759,15.84,1.163,1.9958,0.0184,8.5288,16.32,4.809,양품
13.3709,-0.0114,46.4912,19.1947,24.0187,-5229.25,68.9111,-0.5677,0.0459,0.173,15.99,491.0,5.5776,15.94,1.418,2.0103,0.0234,8.8043,16.8,5.261,불량
5.1736,-0.0103,28.1553,24.9354,3.4445,-6183.75,67.9222,0.0,0.0664,0.124,15.91,748.0,5.8216,15.87,1.541,1.8882,0.0114,8.5334,17.94,4.563,양품
4.8373,-0.0085,119.174,8.7419,4.1589,-5506.25,67.7778,0.0,0.0638,0.103,15.91,230.0,5.3511,15.87,1.541,1.9973,0.0206,8.3324,17.75,4.563,양품
6.3691,-0.0097,74.5149,20.6358,15.6158,-5622.5,71.4444,-0.5677,0.0805,0.158,15.99,568.0,5.5444,15.94,1.418,2.0183,0.0342,8.7897,18.92,5.261,양품
0.2818,-0.0129,34.8837,8.2194,21.1246,-5046.25,70.7778,-0.6623,0.0958,0.094,15.99,215.0,6.0756,15.95,1.314,1.999,0.025,8.6427,20.05,4.361,양품
-0.8964,-0.0099,59.8226,35.7298,27.6854,-5530.0,70.1889,0.0,0.0645,0.238,15.91,984.0,5.9494,15.87,1.541,1.987,0.016,8.7283,18.77,4.563,양품
-0.1745,-0.0095,63.3245,23.2126,6.1839,-6339.0,66.4111,-0.1419,0.0569,0.084,15.9,694.0,4.6227,15.84,1.163,1.8873,0.0258,8.8043,15.49,4.809,양품
7.0709,-0.0118,34.709,22.3613,6.0364,-6626.5,70.6444,-0.5677,0.0678,0.108,15.99,634.0,5.4252,15.94,1.418,1.8765,0.0515,8.7851,19.09,5.261,양품
0.4545,-0.0064,90.8023,25.0979,25.1679,-7148.0,66.0444,0.0,0.0826,0.131,15.91,737.0,5.5892,15.87,1.541,1.8875,0.0184,8.8132,17.4,4.563,양품
2.2518,-0.0111,57.7227,26.1911,11.5633,-6235.25,68.7,-0.1419,0.081,0.143,15.9,793.0,5.9603,15.84,1.163,1.8873,0.0396,8.5855,19.8,4.809,양품
0.9991,-0.0083,55.5053,14.888,6.7699,-6233.5,65.6444,0.0,0.0682,0.118,15.91,467.0,5.5943,15.87,1.541,1.905,0.1087,23.1583,17.67,4.563,양품
2.3691,-0.0112,44.7427,12.3032,18.8887,-5394.75,69.0667,-0.1419,0.0996,0.126,15.9,340.0,5.1818,15.84,1.163,2.019,0.0277,8.5891,15.92,4.809,양품
3.43,-0.011,48.9241,16.1962,3.7776,-6273.75,69.6111,-0.6623,0.0752,0.125,15.99,502.0,5.0292,15.95,1.314,1.8963,0.0202,9.3335,15.64,4.361,양품
2.3755,-0.0147,28.5472,21.4173,7.3644,-6368.5,68.1111,-0.1419,0.1249,0.077,15.9,646.0,5.0931,15.84,1.163,1.8872,0.0225,9.7836,15.61,4.809,양품
1.1682,-0.0118,56.5998,20.5128,21.8264,-5319.25,68.6,-0.1419,0.0769,0.15,15.9,552.0,5.443,15.84,1.163,1.9968,0.0162,8.5135,17.85,4.809,양품
